participant;sound;duration;Td;K6;Rd;A2;V2
MR109;CEG;2300;2300;PQ;2970;SYS;DI
ED100;CEG;2300;2300;PQ;2595;SYS;DI
SM045;CEG;2300;2300;PQ;3331;SYS;DI
GN042;CEG;2300;2300;PQ;2686;SYS;DI
KK047;CEG;2300;2300;PQ;2327;SYS;DI
AK070;CEG;2300;2300;PQ;2041;SYS;DI
KP074;CEG;2300;2300;PQ;1866;SYS;DI
ND071;CEG;2300;2300;PQ;2336;SYS;DI
AC108;CEG;2300;2300;PQ;1871;SYS;DI
MG082;CEG;2300;2300;PQ;1969;SYS;DI
BG073;CEG;2300;2300;PQ;2255;SYS;DI
DDR103;CEG;2300;2300;PQ;3262;SYS;DI
AC108;CEG;2300;2300;PQ;2420;SYS;DI
AS093;CEG;2300;2300;PQ;3142;SYS;DI
RP125;CEG;2300;2300;PQ;2433;SYS;DI
MK081;CEG;2300;2300;PQ;3075;SYS;DI
IP124;CEG;2300;2300;PQ;2231;SYS;DI
RP125;CEG;2300;2300;PQ;1208;SYS;DI
KP104;CEG;2300;2300;PQ;2431;SYS;DI
MD087;CEG;2300;2300;PQ;2143;SYS;DI
MF088;CEG;2300;2300;PQ;2803;SYS;DI
AB123;CEG;2300;2300;PQ;5958;SYS;DI
MD087;CEG;2300;2300;PQ;2903;SYS;DI
RP125;CEG;2300;2300;PQ;1402;SYS;DI
BG073;CEG;2300;2300;PQ;2510;SYS;DI
GN042;CEG;2300;2300;PQ;3708;SYS;DI
KP101;CEG;2300;2300;PQ;2884;SYS;DI
OB120;CEG;2300;2300;PQ;2499;SYS;DI
AB121;CEG;2300;2300;PQ;1588;SYS;DI
KK098;CEG;2300;2300;PQ;2129;SYS;DI
KS119;CEG;2300;2300;PQ;2232;SYS;DI
AK092;CEG;2300;2300;PQ;2436;SYS;DI
KK105;CEG;2300;2300;PQ;2502;SYS;DI
TR072;CEG;2300;2300;PQ;1859;SYS;DI
AG126;CEG;2300;2300;PQ;1404;SYS;DI
KG067;CEG;2300;2300;PQ;2338;SYS;DI
KM066;CEG;2300;2300;PQ;1489;SYS;DI
MG097;CEG;2300;2300;PQ;2607;SYS;DI
AC108;CEG;2300;2300;PQ;2041;SYS;DI
IK053;CEG;2300;2300;PQ;2619;SYS;DI
MM110;CEG;2300;2300;PQ;2978;SYS;DI
AS099;CEG;2300;2300;PQ;2696;SYS;DI
EK086;CEG;2300;2300;PQ;2807;SYS;DI
ND071;CEG;2300;2300;PQ;2701;SYS;DI
KS119;CEG;2300;2300;PQ;2500;SYS;DI
AG122;CEG;2300;2300;PQ;2497;SYS;DI
KK105;CEG;2300;2300;PQ;2801;SYS;DI
MK081;CEG;2300;2300;PQ;2333;SYS;DI
SM045;CEG;2300;2300;PQ;3331;SYS;DI
AW075;CEG;2300;2300;PQ;1689;SYS;DI
KM066;CEG;2300;2300;PQ;1951;SYS;DI
PP102;CEG;2300;2300;PQ;2342;SYS;DI
KP104;CEG;2300;2300;PQ;2340;SYS;DI
ED100;CEG;2300;2300;PQ;2102;SYS;DI
EK086;CEG;2300;2300;PQ;2992;SYS;DI
AG122;CEG;2300;2300;PQ;2698;SYS;DI
MM096;CEG;2300;2300;PQ;3402;SYS;DI
OB120;CEG;2300;2300;PQ;1400;SYS;DI
KK105;CEG;2300;2300;PQ;3718;SYS;DI
WS113;CEG;2300;2300;PQ;2496;SYS;DI
IP124;CEG;2300;2300;PQ;2239;SYS;DI
PM106;CEG;2300;2300;PQ;2127;SYS;DI
KS119;CEG;2300;2300;PQ;2604;SYS;DI
MM096;CEG;2300;2300;PQ;3088;SYS;DI
MG082;CEG;2300;2300;PQ;1745;SYS;DI
PC077;CEG;2300;2300;PQ;2696;SYS;DI
WS113;CEG;2300;2300;PQ;3132;SYS;DI
DK061;CEG;2300;2300;PQ;3143;SYS;DI
AK070;CEG;2300;2300;PQ;3136;SYS;DI
AC116;CEG;2300;2300;PQ;3408;SYS;DI
AG122;CEG;2300;2300;PQ;2336;SYS;DI
KK105;CEG;2300;2300;PQ;3132;SYS;DI
AB123;CEG;2300;2300;PQ;4737;SYS;DI
MD087;CEG;2300;2300;PQ;2490;SYS;DI
MR109;CEG;2300;2300;PQ;2678;SYS;DI
NM095;CEG;2300;2300;PQ;2354;SYS;DI
ED100;CEG;2300;2300;PQ;1921;SYS;DI
AG122;CEG;2800;2800;PQ;2687;SYS;DI
SM045;CEG;2800;2800;PQ;3407;SYS;DI
AG080;CEG;2800;2800;PQ;1947;SYS;DI
KM066;CEG;2800;2800;PQ;1954;SYS;DI
PC077;CEG;2800;2800;PQ;3913;SYS;DI
AG111;CEG;2800;2800;PQ;3075;SYS;DI
PW112;CEG;2800;2800;PQ;4284;SYS;DI
DK061;CEG;2800;2800;PQ;3726;SYS;DI
PP102;CEG;2800;2800;PQ;2491;SYS;DI
AG111;CEG;2800;2800;PQ;2698;SYS;DI
ED100;CEG;2800;2800;PQ;2660;SYS;DI
AK070;CEG;2800;2800;PQ;2135;SYS;DI
KK047;CEG;2800;2800;PQ;2233;SYS;DI
PM106;CEG;2800;2800;PQ;2986;SYS;DI
AB123;CEG;2800;2800;PQ;8902;SYS;DI
KM066;CEG;2800;2800;PQ;2801;SYS;DI
OB120;CEG;2800;2800;PQ;1951;SYS;DI
SM045;CEG;2800;2800;PQ;2891;SYS;DI
AG126;CEG;2800;2800;PQ;1491;SYS;DI
AK070;CEG;2800;2800;PQ;2426;SYS;DI
MG097;CEG;2800;2800;PQ;3334;SYS;DI
OB120;CEG;2800;2800;PQ;1945;SYS;DI
MJ077;CEG;2800;2800;PQ;2890;SYS;DI
KK105;CEG;2800;2800;PQ;3412;SYS;DI
DK117;CEG;2800;2800;PQ;2497;SYS;DI
IP124;CEG;2800;2800;PQ;2696;SYS;DI
AB107;CEG;2800;2800;PQ;2704;SYS;DI
AC108;CEG;2800;2800;PQ;3082;SYS;DI
JK076;CEG;2800;2800;PQ;2706;SYS;DI
MJ077;CEG;2800;2800;PQ;2894;SYS;DI
MF088;CEG;2800;2800;PQ;4945;SYS;DI
DK061;CEG;2800;2800;PQ;3547;SYS;DI
KG067;CEG;2800;2800;PQ;2337;SYS;DI
AC116;CEG;2800;2800;PQ;6135;SYS;DI
MM110;CEG;2800;2800;PQ;3328;SYS;DI
DJ083;CEG;2800;2800;PQ;2705;SYS;DI
ED100;CEG;2800;2800;PQ;2881;SYS;DI
MM058;CEG;2800;2800;PQ;2902;SYS;DI
DK117;CEG;2800;2800;PQ;2611;SYS;DI
MR109;CEG;2800;2800;PQ;3706;SYS;DI
AJ085;CEG;2800;2800;PQ;3640;SYS;DI
MK081;CEG;2800;2800;PQ;2901;SYS;DI
AB123;CEG;2800;2800;PQ;7417;SYS;DI
JK076;CEG;2800;2800;PQ;3087;SYS;DI
RP125;CEG;2800;2800;PQ;1740;SYS;DI
DK061;CEG;2800;2800;PQ;3406;SYS;DI
PP102;CEG;2800;2800;PQ;2799;SYS;DI
WS113;CEG;2800;2800;PQ;2895;SYS;DI
MM058;CEG;2800;2800;PQ;2892;SYS;DI
WS113;CEG;2800;2800;PQ;3138;SYS;DI
AP089;CEG;2800;2800;PQ;2796;SYS;DI
AG111;CEG;2800;2800;PQ;2604;SYS;DI
TR072;CEG;2800;2800;PQ;2137;SYS;DI
AG080;CEG;2800;2800;PQ;1946;SYS;DI
AW075;CEG;2800;2800;PQ;1607;SYS;DI
KK047;CEG;2800;2800;PQ;2899;SYS;DI
MZ078;CEG;2800;2800;PQ;1748;SYS;DI
KP104;CEG;2800;2800;PQ;2984;SYS;DI
MG082;CEG;2800;2800;PQ;3547;SYS;DI
MM096;CEG;2800;2800;PQ;2497;SYS;DI
MM110;CEG;2800;2800;PQ;2981;SYS;DI
AC108;CEG;2800;2800;PQ;2330;SYS;DI
PW112;CEG;2800;2800;PQ;4536;SYS;DI
SM118;CEG;2800;2800;PQ;2617;SYS;DI
AC116;CEG;2800;2800;PQ;3140;SYS;DI
KS119;CEG;2800;2800;PQ;2425;SYS;DI
MR109;CEG;2800;2800;PQ;3256;SYS;DI
AB123;CEG;2800;2800;PQ;6671;SYS;DI
AS093;CEG;2800;2800;PQ;3259;SYS;DI
GN042;CEG;2800;2800;PQ;3992;SYS;DI
MD087;CEG;2800;2800;PQ;3910;SYS;DI
MF088;CEG;2800;2800;PQ;3720;SYS;DI
SM118;CEG;2800;2800;PQ;2988;SYS;DI
AG111;CEG;2800;2800;PQ;2975;SYS;DI
AK070;CEG;2800;2800;PQ;2615;SYS;DI
MM096;CEG;2800;2800;PQ;4082;SYS;DI
RP125;CEG;2800;2800;PQ;2122;SYS;DI
IK053;CEG;2800;2800;PQ;2421;SYS;DI
AG111;CEG;2800;2800;PQ;2615;SYS;DI
MZ078;CEG;2800;2800;PQ;1748;SYS;DI
OB120;CEG;2800;2800;PQ;2330;SYS;DI
WS113;CEG;2800;2800;PQ;4014;SYS;DI
AC116;CEG;2800;2800;PQ;3076;SYS;DI
AG126;CEG;2800;2800;PQ;1864;SYS;DI
KG067;CEG;2800;2800;PQ;2494;SYS;DI
ND071;CEG;2800;2800;PQ;2243;SYS;DI
TR072;CEG;2800;2800;PQ;2335;SYS;DI
WS113;CEG;2800;2800;PQ;3424;SYS;DI
AW075;CEG;2800;2800;PQ;1401;SYS;DI
DK061;CEG;2800;2800;PQ;3082;SYS;DI
MM096;CEG;2800;2800;PQ;3915;SYS;DI
AC108;CEG;2800;2800;PQ;2787;SYS;DI
PP102;CEG;2800;2800;PQ;2617;SYS;DI
NM095;CEG;2800;2800;PQ;2903;SYS;DI
JK076;CEG;2800;2800;PQ;4296;SYS;DI
MZ078;CEG;2800;2800;PQ;2295;SYS;DI
AB107;CEG;2800;2800;PQ;3080;SYS;DI
OB120;CEG;2800;2800;PQ;2694;SYS;DI
WS113;CEG;2800;2800;PQ;2706;SYS;DI
PM106;CEG;2800;2800;PQ;2789;SYS;DI
AS093;CEG;2800;2800;PQ;3267;SYS;DI
AS099;CEG;2800;2800;PQ;4284;SYS;DI
PW112;CEG;2800;2800;PQ;4624;SYS;DI
AB123;CEG;2800;2800;PQ;10316;SYS;DI
AP089;CEG;2800;2800;PQ;3082;SYS;DI
MJ077;CEG;2800;2800;PQ;3076;SYS;DI
MM110;CEG;2800;2800;PQ;4533;SYS;DI
AK070;CEG;2800;2800;PQ;2245;SYS;DI
KP104;CEG;2800;2800;PQ;2618;SYS;DI
ND071;CEG;2800;2800;PQ;2982;SYS;DI
DK061;CEsG;1300;1300;PQ;726;SYS;DI
MJ077;CEsG;1300;1300;PQ;2242;SYS;DI
OB120;CEsG;1300;1300;PQ;1212;SYS;DI
AG126;CEsG;1300;1300;PQ;1677;SYS;DI
MR109;CEsG;1300;1300;PQ;1731;SYS;DI
MZ078;CEsG;1300;1300;PQ;1287;SYS;DI
MF088;CEsG;1300;1300;PQ;3083;SYS;DI
AC116;CEsG;1300;1300;PQ;4749;SYS;DI
DK117;CEsG;1300;1300;PQ;2430;SYS;DI
ED100;CEsG;1300;1300;PQ;1157;SYS;DI
KK098;CEsG;1300;1300;PQ;1102;SYS;DI
AK070;CEsG;1300;1300;PQ;1740;SYS;DI
KP101;CEsG;1300;1300;PQ;4294;SYS;DI
DO084;CEsG;1300;1300;PQ;2429;SYS;DI
AG080;CEsG;1300;1300;PQ;1282;SYS;DI
GN042;CEsG;1300;1300;PQ;3624;SYS;DI
DK117;CEsG;1300;1300;PQ;2790;SYS;DI
AG126;CEsG;1300;1300;PQ;1862;SYS;DI
PW112;CEsG;1300;1300;PQ;2785;SYS;DI
AK092;CEsG;1300;1300;PQ;1871;SYS;DI
EK086;CEsG;1300;1300;PQ;2136;SYS;DI
WS113;CEsG;1300;1300;PQ;1689;SYS;DI
KP104;CEsG;1300;1300;PQ;1220;SYS;DI
MJ077;CEsG;1300;1300;PQ;1489;SYS;DI
AB121;CEsG;1300;1300;PQ;2032;SYS;DI
AK092;CEsG;1300;1300;PQ;1498;SYS;DI
WS113;CEsG;1300;1300;PQ;2493;SYS;DI
AP089;CEsG;1300;1300;PQ;2497;SYS;DI
AG111;CEsG;1300;1300;PQ;1747;SYS;DI
SM118;CEsG;1300;1300;PQ;1957;SYS;DI
KG067;CEsG;1300;1300;PQ;1746;SYS;DI
BG073;CEsG;1300;1300;PQ;1953;SYS;DI
ND071;CEsG;1300;1300;PQ;2799;SYS;DI
KG067;CEsG;1300;1300;PQ;2023;SYS;DI
AP089;CEsG;1300;1300;PQ;1952;SYS;DI
AW075;CEsG;1300;1300;PQ;827;SYS;DI
MM096;CEsG;1300;1300;PQ;1864;SYS;DI
MM110;CEsG;1300;1300;PQ;1741;SYS;DI
MM110;CEsG;1300;1300;PQ;2331;SYS;DI
WS113;CEsG;1300;1300;PQ;3335;SYS;DI
AW075;CEsG;1300;1300;PQ;1602;SYS;DI
DK117;CEsG;1300;1300;PQ;1281;SYS;DI
MG082;CEsG;1300;1300;PQ;832;SYS;DI
MM096;CEsG;1300;1300;PQ;1868;SYS;DI
AG126;CEsG;1300;1300;PQ;1216;SYS;DI
AS093;CEsG;1300;1300;PQ;1741;SYS;DI
ED100;CEsG;1300;1300;PQ;1268;SYS;DI
JK076;CEsG;1300;1300;PQ;1219;SYS;DI
MJ077;CEsG;1300;1300;PQ;1203;SYS;DI
MM110;CEsG;1300;1300;PQ;1853;SYS;DI
PW112;CEsG;1300;1300;PQ;2894;SYS;DI
KP074;CEsG;1300;1300;PQ;1023;SYS;DI
DO084;CEsG;1300;1300;PQ;2252;SYS;DI
DJ083;CEsG;1300;1300;PQ;1224;SYS;DI
MG082;CEsG;1300;1300;PQ;1292;SYS;DI
MK081;CEsG;1300;1300;PQ;1395;SYS;DI
MJ077;CEsG;1300;1300;PQ;1407;SYS;DI
WS113;CEsG;1300;1300;PQ;1681;SYS;DI
PW112;CEsG;1300;1300;PQ;2246;SYS;DI
AS099;CEsG;1300;1300;PQ;2129;SYS;DI
KP104;CEsG;1300;1300;PQ;1219;SYS;DI
BG073;CEsG;1300;1300;PQ;2496;SYS;DI
AS093;CEsG;1300;1300;PQ;1213;SYS;DI
AB123;CEsG;1300;1300;PQ;3407;SYS;DI
MG097;CEsG;1300;1300;PQ;1682;SYS;DI
AS099;CEsG;1300;1300;PQ;2890;SYS;DI
MJ077;CEsG;1300;1300;PQ;1212;SYS;DI
MM096;CEsG;1300;1300;PQ;2134;SYS;DI
AC108;CEsG;1300;1300;PQ;1949;SYS;DI
BG073;CEsG;1300;1300;PQ;1689;SYS;DI
GN042;CEsG;1300;1300;PQ;4072;SYS;DI
MM058;CEsG;1300;1300;PQ;1277;SYS;DI
KK105;CEsG;1300;1300;PQ;2136;SYS;DI
KG067;CEsG;1300;1300;PQ;1941;SYS;DI
PW112;CEsG;1300;1300;PQ;1859;SYS;DI
IP124;CEsG;1300;1300;PQ;1741;SYS;DI
AG126;CEsG;1300;1300;PQ;1107;SYS;DI
SM118;CEsG;1300;1300;PQ;1746;SYS;DI
AJ085;CEsG;1300;1300;PQ;1745;SYS;DI
KM066;CEsG;1300;1300;PQ;1598;SYS;DI
DJ083;CEsG;1300;1300;PQ;1199;SYS;DI
MZ078;CEsG;1300;1300;PQ;2976;SYS;DI
AS099;CEsG;1300;1300;PQ;3075;SYS;DI
MM096;CEsG;1300;1300;PQ;2437;SYS;DI
AB121;CEsG;1300;1300;PQ;1025;SYS;DI
AB123;CEsG;1300;1300;PQ;7590;SYS;DI
GN042;CEsG;1300;1300;PQ;3698;SYS;DI
PC077;CEsG;1300;1300;PQ;1674;SYS;DI
MK081;CEsG;1300;1300;PQ;1603;SYS;DI
KM066;CEsG;1300;1300;PQ;1407;SYS;DI
AK092;CEsG;1300;1300;PQ;2040;SYS;DI
AB107;CEsG;1300;1300;PQ;2662;SYS;DI
KK047;CEsG;1300;1300;PQ;2128;SYS;DI
MD087;CEsG;1300;1300;PQ;3141;SYS;DI
ZP079;CEsG;1300;1300;PQ;2992;SYS;DI
DJ083;CEsG;1300;1300;PQ;2336;SYS;DI
BG073;CEsG;1300;1300;PQ;2256;SYS;DI
AB107;CEsG;1300;1300;PQ;1961;SYS;DI
AC108;CEsG;1300;1300;PQ;1754;SYS;DI
AS093;CEsG;1300;1300;PQ;2496;SYS;DI
KS119;CEsG;1300;1300;PQ;1681;SYS;DI
DK061;CEsG;1300;1300;PQ;1408;SYS;DI
AW075;CEsG;1300;1300;PQ;1744;SYS;DI
PP102;CEsG;1300;1300;PQ;1094;SYS;DI
NM095;CEsG;1300;1300;PQ;1694;SYS;DI
PC077;CEsG;1300;1300;PQ;1210;SYS;DI
SM045;CEsG;1300;1300;PQ;1681;SYS;DI
MD087;CEsG;1300;1300;PQ;2445;SYS;DI
MM110;CEsG;1300;1300;PQ;1739;SYS;DI
RP125;CEsG;1300;1300;PQ;1754;SYS;DI
AG126;CEsG;1300;1300;PQ;1863;SYS;DI
DDR103;CEsG;1300;1300;PQ;2615;SYS;DI
AS099;CEsG;1300;1300;PQ;4831;SYS;DI
KM066;CEsG;1300;1300;PQ;1685;SYS;DI
MJ077;CEsG;1800;1800;PQ;2500;SYS;DI
MG097;CEsG;1800;1800;PQ;2620;SYS;DI
MG082;CEsG;1800;1800;PQ;1694;SYS;DI
AK092;CEsG;1800;1800;PQ;2032;SYS;DI
ED100;CEsG;1800;1800;PQ;1734;SYS;DI
KP104;CEsG;1800;1800;PQ;1957;SYS;DI
AG126;CEsG;1800;1800;PQ;2243;SYS;DI
KP104;CEsG;1800;1800;PQ;1739;SYS;DI
DK117;CEsG;1800;1800;PQ;2232;SYS;DI
EK086;CEsG;1800;1800;PQ;2037;SYS;DI
MJ077;CEsG;1800;1800;PQ;3084;SYS;DI
EK086;CEsG;1800;1800;PQ;2994;SYS;DI
KS119;CEsG;1800;1800;PQ;1749;SYS;DI
DK061;CEsG;1800;1800;PQ;2985;SYS;DI
AS099;CEsG;1800;1800;PQ;1742;SYS;DI
MF088;CEsG;1800;1800;PQ;3728;SYS;DI
KK047;CEsG;1800;1800;PQ;2029;SYS;DI
AB107;CEsG;1800;1800;PQ;2798;SYS;DI
KM066;CEsG;1800;1800;PQ;2337;SYS;DI
AW075;CEsG;1800;1800;PQ;2436;SYS;DI
KS119;CEsG;1800;1800;PQ;1794;SYS;DI
MD087;CEsG;1800;1800;PQ;2902;SYS;DI
PM106;CEsG;1800;1800;PQ;2701;SYS;DI
AK070;CEsG;1800;1800;PQ;2433;SYS;DI
TR072;CEsG;1800;1800;PQ;2028;SYS;DI
KM066;CEsG;1800;1800;PQ;2343;SYS;DI
ND071;CEsG;1800;1800;PQ;2703;SYS;DI
MZ078;CEsG;1800;1800;PQ;1750;SYS;DI
DK061;CEsG;1800;1800;PQ;4172;SYS;DI
AJ085;CEsG;1800;1800;PQ;2490;SYS;DI
MG097;CEsG;1800;1800;PQ;2492;SYS;DI
AG080;CEsG;1800;1800;PQ;1481;SYS;DI
MM058;CEsG;1800;1800;PQ;1753;SYS;DI
AK092;CEsG;1800;1800;PQ;1866;SYS;DI
AG126;CEsG;1800;1800;PQ;2133;SYS;DI
AK070;CEsG;1800;1800;PQ;1490;SYS;DI
MG082;CEsG;1800;1800;PQ;2717;SYS;DI
MJ077;CEsG;1800;1800;PQ;1941;SYS;DI
ND071;CEsG;1800;1800;PQ;2900;SYS;DI
MM096;CEsG;1800;1800;PQ;2987;SYS;DI
MZ078;CEsG;1800;1800;PQ;1406;SYS;DI
ED100;CEsG;1800;1800;PQ;1841;SYS;DI
MG097;CEsG;1800;1800;PQ;2038;SYS;DI
MK081;CEsG;1800;1800;PQ;2338;SYS;DI
WS113;CEsG;1800;1800;PQ;2615;SYS;DI
DK117;CEsG;1800;1800;PQ;4289;SYS;DI
MM058;CEsG;1800;1800;PQ;2426;SYS;DI
AK070;CEsG;1800;1800;PQ;2500;SYS;DI
EK086;CEsG;1800;1800;PQ;2036;SYS;DI
SM045;CEsG;1800;1800;PQ;3332;SYS;DI
MM058;CEsG;1800;1800;PQ;2705;SYS;DI
AK092;CEsG;1800;1800;PQ;2136;SYS;DI
ZP079;CEsG;1800;1800;PQ;3422;SYS;DI
DO084;CEsG;1800;1800;PQ;5502;SYS;DI
AP089;CEsG;1800;1800;PQ;1956;SYS;DI
KP104;CEsG;1800;1800;PQ;1688;SYS;DI
SM045;CEsG;1800;1800;PQ;2334;SYS;DI
ZP079;CEsG;1800;1800;PQ;2037;SYS;DI
PW112;CEsG;1800;1800;PQ;3140;SYS;DI
AG111;CEsG;1800;1800;PQ;2028;SYS;DI
AJ085;CEsG;1800;1800;PQ;2432;SYS;DI
AW075;CEsG;1800;1800;PQ;1955;SYS;DI
RP125;CEsG;1800;1800;PQ;1401;SYS;DI
DK061;CEsG;1800;1800;PQ;3135;SYS;DI
AG080;CEsG;1800;1800;PQ;2134;SYS;DI
SM118;CEsG;1800;1800;PQ;1399;SYS;DI
AS093;CEsG;1800;1800;PQ;2351;SYS;DI
AK092;CEsG;1800;1800;PQ;1751;SYS;DI
DDR103;CEsG;1800;1800;PQ;3636;SYS;DI
TR072;CEsG;1800;1800;PQ;1747;SYS;DI
KP101;CEsG;1800;1800;PQ;3271;SYS;DI
AB107;CEsG;1800;1800;PQ;1746;SYS;DI
MF088;CEsG;1800;1800;PQ;3509;SYS;DI
AG080;CEsG;1800;1800;PQ;1618;SYS;DI
EK086;CEsG;1800;1800;PQ;2040;SYS;DI
AS099;CEsG;1800;1800;PQ;2686;SYS;DI
MF088;CEsG;1800;1800;PQ;2799;SYS;DI
OB120;CEsG;1800;1800;PQ;2612;SYS;DI
AB123;CEsG;1800;1800;PQ;8991;SYS;DI
AC108;CEsG;1800;1800;PQ;2432;SYS;DI
AC108;CEsG;1800;1800;PQ;2133;SYS;DI
KP101;CEsG;1800;1800;PQ;2422;SYS;DI
KP104;CEsG;1800;1800;PQ;1870;SYS;DI
AG080;CEsG;1800;1800;PQ;1405;SYS;DI
DJ083;CEsG;1800;1800;PQ;1963;SYS;DI
MM110;CEsG;1800;1800;PQ;2129;SYS;DI
AC108;CEsG;1800;1800;PQ;2492;SYS;DI
AK070;CEsG;1800;1800;PQ;2128;SYS;DI
KG067;CEsG;1800;1800;PQ;1689;SYS;DI
MJ077;CEsG;1800;1800;PQ;1677;SYS;DI
AS099;CEsG;1800;1800;PQ;3261;SYS;DI
DK117;CEsG;1800;1800;PQ;2985;SYS;DI
IK053;CEsG;1800;1800;PQ;1954;SYS;DI
IP124;CEsG;1800;1800;PQ;2431;SYS;DI
MM110;CEsG;1800;1800;PQ;2245;SYS;DI
PM106;CEsG;1800;1800;PQ;2696;SYS;DI
IP124;CEsG;1800;1800;PQ;2322;SYS;DI
KP074;CEsG;1800;1800;PQ;1856;SYS;DI
KP104;CEsG;1800;1800;PQ;2035;SYS;DI
AS099;CEsG;1800;1800;PQ;3905;SYS;DI
DO084;CEsG;1800;1800;PQ;1884;SYS;DI
EK086;CEsG;1800;1800;PQ;1966;SYS;DI
ED100;CEsG;1800;1800;PQ;1276;SYS;DI
ND071;CEsG;1800;1800;PQ;2696;SYS;DI
MG082;CEsG;1800;1800;PQ;1594;SYS;DI
AG122;CEsG;1800;1800;PQ;2425;SYS;DI
DO084;CEsG;1800;1800;PQ;2142;SYS;DI
MG097;CEsG;1800;1800;PQ;2795;SYS;DI
WS113;CEsG;1800;1800;PQ;2794;SYS;DI
AS093;CEsG;1800;1800;PQ;2431;SYS;DI
ND071;CEsG;1800;1800;PQ;2706;SYS;DI
MF088;CEsG;1800;1800;PQ;3807;SYS;DI
MR109;CEsG;2300;2300;PQ;2874;SYS;DI
BG073;CEsG;2300;2300;PQ;3813;SYS;DI
DK117;CEsG;2300;2300;PQ;4826;SYS;DI
DDR103;CEsG;2300;2300;PQ;2610;SYS;DI
MM096;CEsG;2300;2300;PQ;2982;SYS;DI
EK086;CEsG;2300;2300;PQ;2438;SYS;DI
AS099;CEsG;2300;2300;PQ;5941;SYS;DI
ZP079;CEsG;2300;2300;PQ;2704;SYS;DI
MM110;CEsG;2300;2300;PQ;2699;SYS;DI
NM095;CEsG;2300;2300;PQ;2908;SYS;DI
JK076;CEsG;2300;2300;PQ;2994;SYS;DI
PW112;CEsG;2300;2300;PQ;3791;SYS;DI
OB120;CEsG;2300;2300;PQ;1947;SYS;DI
DJ083;CEsG;2300;2300;PQ;2346;SYS;DI
PM106;CEsG;2300;2300;PQ;2337;SYS;DI
KM066;CEsG;2300;2300;PQ;3542;SYS;DI
PW112;CEsG;2300;2300;PQ;3901;SYS;DI
JK076;CEsG;2300;2300;PQ;3081;SYS;DI
AG126;CEsG;2300;2300;PQ;2904;SYS;DI
AG111;CEsG;2300;2300;PQ;2978;SYS;DI
KK105;CEsG;2300;2300;PQ;2335;SYS;DI
DO084;CEsG;2300;2300;PQ;1745;SYS;DI
DK117;CEsG;2300;2300;PQ;2890;SYS;DI
MD087;CEsG;2300;2300;PQ;2711;SYS;DI
WS113;CEsG;2300;2300;PQ;2986;SYS;DI
PM106;CEsG;2300;2300;PQ;1790;SYS;DI
EK086;CEsG;2300;2300;PQ;2040;SYS;DI
KK047;CEsG;2300;2300;PQ;2799;SYS;DI
MF088;CEsG;2300;2300;PQ;5221;SYS;DI
ED100;CEsG;2300;2300;PQ;2414;SYS;DI
EK086;CEsG;2300;2300;PQ;1748;SYS;DI
IK053;CEsG;2300;2300;PQ;2037;SYS;DI
MZ078;CEsG;2300;2300;PQ;361;SYS;DI
AK070;CEsG;2300;2300;PQ;2622;SYS;DI
AK070;CEsG;2300;2300;PQ;2337;SYS;DI
AG126;CEsG;2300;2300;PQ;2495;SYS;DI
KK047;CEsG;2300;2300;PQ;2705;SYS;DI
MD087;CEsG;2300;2300;PQ;3320;SYS;DI
KP104;CEsG;2300;2300;PQ;2137;SYS;DI
MG082;CEsG;2300;2300;PQ;1689;SYS;DI
MM110;CEsG;2300;2300;PQ;2800;SYS;DI
MR109;CEsG;2300;2300;PQ;2024;SYS;DI
GN042;CEsG;2300;2300;PQ;4519;SYS;DI
MK081;CEsG;2300;2300;PQ;2434;SYS;DI
KP074;CEsG;2300;2300;PQ;1603;SYS;DI
OB120;CEsG;2300;2300;PQ;2886;SYS;DI
AC108;CEsG;2300;2300;PQ;2127;SYS;DI
IK053;CEsG;2300;2300;PQ;2340;SYS;DI
AJ085;CEsG;2300;2300;PQ;2495;SYS;DI
AB123;CEsG;2300;2300;PQ;3330;SYS;DI
AK070;CEsG;2300;2300;PQ;2248;SYS;DI
KP101;CEsG;2300;2300;PQ;2892;SYS;DI
AK070;CEsG;2300;2300;PQ;2347;SYS;DI
AS099;CEsG;2300;2300;PQ;3404;SYS;DI
ED100;CEsG;2300;2300;PQ;2413;SYS;DI
OB120;CEsG;2300;2300;PQ;2037;SYS;DI
IK053;CEsG;2300;2300;PQ;2428;SYS;DI
SM045;CEsG;2300;2300;PQ;3631;SYS;DI
AP089;CEsG;2300;2300;PQ;2903;SYS;DI
KK047;CEsG;2300;2300;PQ;2492;SYS;DI
DK117;CEsG;2300;2300;PQ;3142;SYS;DI
ED100;CEsG;2300;2300;PQ;1841;SYS;DI
AC116;CEsG;2300;2300;PQ;2795;SYS;DI
MG082;CEsG;2300;2300;PQ;2436;SYS;DI
KK105;CEsG;2300;2300;PQ;2615;SYS;DI
DK061;CEsG;2300;2300;PQ;2983;SYS;DI
EK086;CEsG;2300;2300;PQ;2993;SYS;DI
MK081;CEsG;2300;2300;PQ;2333;SYS;DI
DJ083;CEsG;2300;2300;PQ;1602;SYS;DI
MJ077;CEsG;2300;2300;PQ;2699;SYS;DI
AJ085;CEsG;2300;2300;PQ;3083;SYS;DI
KP101;CEsG;2300;2300;PQ;1743;SYS;DI
PP102;CEsG;2300;2300;PQ;2608;SYS;DI
MD087;CEsG;2300;2300;PQ;3545;SYS;DI
