participant;sound;duration;Td;K6;Rd;A2;V2
AK070;CEsG;1300;1300;T0;1750;DI;DI
AS099;CEsG;1300;1300;T0;1750;DI;DI
MG097;CEsG;1300;1300;T0;2248;DI;DI
MK081;CEsG;1300;1300;T0;1683;DI;DI
NM095;CEsG;1300;1300;T0;1241;DI;DI
PM106;CEsG;1300;1300;T0;1282;DI;DI
AJ085;CEsG;1300;1300;T0;1873;DI;DI
IK053;CEsG;1300;1300;T0;2799;DI;DI
AB107;CEsG;1300;1300;T0;1692;DI;DI
AJ085;CEsG;1300;1300;T0;1399;DI;DI
TR072;CEsG;1300;1300;T0;1027;DI;DI
ZP079;CEsG;1300;1300;T0;2132;DI;DI
AJ085;CEsG;1300;1300;T0;2136;DI;DI
PW112;CEsG;1300;1300;T0;2490;DI;DI
AW075;CEsG;1300;1300;T0;1214;DI;DI
MM110;CEsG;1300;1300;T0;1745;DI;DI
TK090;CEsG;1300;1300;T0;1876;DI;DI
EK086;CEsG;1300;1300;T0;1693;DI;DI
KK105;CEsG;1300;1300;T0;2801;DI;DI
MK081;CEsG;1300;1300;T0;1738;DI;DI
AB123;CEsG;1300;1300;T0;6969;DI;DI
KP101;CEsG;1300;1300;T0;1289;DI;DI
AG126;CEsG;1300;1300;T0;1493;DI;DI
DK117;CEsG;1300;1300;T0;2242;DI;DI
TR072;CEsG;1300;1300;T0;1493;DI;DI
AP089;CEsG;1300;1300;T0;1855;DI;DI
DDR103;CEsG;1300;1300;T0;2429;DI;DI
AK092;CEsG;1300;1300;T0;1405;DI;DI
MK081;CEsG;1300;1300;T0;1023;DI;DI
DJ083;CEsG;1300;1300;T0;1607;DI;DI
MM110;CEsG;1300;1300;T0;2035;DI;DI
AG080;CEsG;1300;1300;T0;918;DI;DI
AG122;CEsG;1300;1300;T0;1928;DI;DI
PC077;CEsG;1300;1300;T0;1681;DI;DI
AB107;CEsG;1300;1300;T0;2241;DI;DI
DDR103;CEsG;1300;1300;T0;2236;DI;DI
TK090;CEsG;1300;1300;T0;2032;DI;DI
AC108;CEsG;1300;1300;T0;1390;DI;DI
AG080;CEsG;1300;1300;T0;924;DI;DI
GN042;CEsG;1300;1300;T0;2224;DI;DI
MK081;CEsG;1300;1300;T0;1681;DI;DI
AJ085;CEsG;1300;1300;T0;2138;DI;DI
OB120;CEsG;1300;1300;T0;2240;DI;DI
KS119;CEsG;1300;1300;T0;2332;DI;DI
AS099;CEsG;1300;1300;T0;1849;DI;DI
AK070;CEsG;1300;1300;T0;1686;DI;DI
KK105;CEsG;1300;1300;T0;2132;DI;DI
TR072;CEsG;1300;1300;T0;1399;DI;DI
KK047;CEsG;1300;1300;T0;2238;DI;DI
NM095;CEsG;1300;1300;T0;1507;DI;DI
ZP079;CEsG;1300;1300;T0;2033;DI;DI
JK076;CEsG;1300;1300;T0;1399;DI;DI
MG097;CEsG;1300;1300;T0;2033;DI;DI
MR109;CEsG;1300;1300;T0;2322;DI;DI
AG080;CEsG;1300;1300;T0;1405;DI;DI
KP074;CEsG;1300;1300;T0;1396;DI;DI
WS113;CEsG;1300;1300;T0;1284;DI;DI
MD087;CEsG;1300;1300;T0;3333;DI;DI
AJ085;CEsG;1300;1300;T0;1871;DI;DI
KK098;CEsG;1300;1300;T0;2032;DI;DI
MG082;CEsG;1300;1300;T0;1689;DI;DI
MM058;CEsG;1300;1300;T0;830;DI;DI
AG122;CEsG;1300;1300;T0;1860;DI;DI
AG111;CEsG;1300;1300;T0;1587;DI;DI
EK086;CEsG;1300;1300;T0;1604;DI;DI
DK061;CEsG;1300;1300;T0;2796;DI;DI
MF088;CEsG;1300;1300;T0;4072;DI;DI
MM110;CEsG;1300;1300;T0;1589;DI;DI
SM045;CEsG;1300;1300;T0;1394;DI;DI
PM106;CEsG;1300;1300;T0;1206;DI;DI
BG073;CEsG;1300;1300;T0;1492;DI;DI
BG073;CEsG;1300;1300;T0;1957;DI;DI
DDR103;CEsG;1300;1300;T0;1685;DI;DI
KG067;CEsG;1300;1300;T0;1397;DI;DI
MF088;CEsG;1300;1300;T0;3408;DI;DI
MG097;CEsG;1300;1300;T0;1595;DI;DI
MM096;CEsG;1300;1300;T0;2619;DI;DI
SM045;CEsG;1300;1300;T0;2612;DI;DI
WS113;CEsG;1300;1300;T0;1479;DI;DI
AS093;CEsG;1300;1300;T0;3336;DI;DI
KS119;CEsG;1300;1300;T0;1097;DI;DI
MM110;CEsG;1300;1300;T0;1923;DI;DI
OB120;CEsG;1300;1300;T0;1400;DI;DI
PW112;CEsG;1300;1300;T0;2499;DI;DI
EK086;CEsG;1300;1300;T0;1493;DI;DI
IK053;CEsG;1300;1300;T0;1499;DI;DI
TK090;CEsG;1300;1300;T0;1865;DI;DI
TK090;CEsG;1300;1300;T0;2497;DI;DI
IP124;CEsG;1300;1300;T0;1743;DI;DI
KK098;CEsG;1300;1300;T0;1754;DI;DI
ND071;CEsG;1300;1300;T0;1864;DI;DI
AG126;CEsG;1300;1300;T0;2128;DI;DI
MM058;CEsG;1300;1300;T0;2034;DI;DI
PM106;CEsG;1300;1300;T0;1689;DI;DI
KK047;CEsG;1300;1300;T0;2426;DI;DI
KM066;CEsG;1300;1300;T0;2127;DI;DI
KG067;CEsG;1300;1300;T0;1742;DI;DI
KM066;CEsG;1300;1300;T0;1483;DI;DI
PW112;CEsG;1300;1300;T0;2330;DI;DI
IP124;CEsG;1300;1300;T0;1918;DI;DI
MM058;CEsG;1300;1300;T0;2242;DI;DI
OB120;CEsG;1300;1300;T0;1947;DI;DI
AG111;CEsG;1300;1300;T0;1396;DI;DI
AP089;CEsG;1300;1300;T0;1866;DI;DI
AW075;CEsG;1300;1300;T0;1212;DI;DI
DDR103;CEsG;1300;1300;T0;2335;DI;DI
KK047;CEsG;1300;1300;T0;2498;DI;DI
DK117;CEsG;1300;1300;T0;1398;DI;DI
GN042;CEsG;1300;1300;T0;3397;DI;DI
KK047;CEsG;1300;1300;T0;1395;DI;DI
SM118;CEsG;1300;1300;T0;1403;DI;DI
KM066;CEsG;1800;1800;T0;1954;DI;DI
NM095;CEsG;1800;1800;T0;2498;DI;DI
PM106;CEsG;1800;1800;T0;3409;DI;DI
IK053;CEsG;1800;1800;T0;1958;DI;DI
NM095;CEsG;1800;1800;T0;2500;DI;DI
MK081;CEsG;1800;1800;T0;1595;DI;DI
WS113;CEsG;1800;1800;T0;3141;DI;DI
AW075;CEsG;1800;1800;T0;1402;DI;DI
MD087;CEsG;1800;1800;T0;2254;DI;DI
NM095;CEsG;1800;1800;T0;2144;DI;DI
TR072;CEsG;1800;1800;T0;1861;DI;DI
NM095;CEsG;1800;1800;T0;2144;DI;DI
RP125;CEsG;1800;1800;T0;1858;DI;DI
AG080;CEsG;1800;1800;T0;1407;DI;DI
NM095;CEsG;1800;1800;T0;1882;DI;DI
WS113;CEsG;1800;1800;T0;2898;DI;DI
KS119;CEsG;1800;1800;T0;1751;DI;DI
SM118;CEsG;1800;1800;T0;1686;DI;DI
PP102;CEsG;1800;1800;T0;2131;DI;DI
KK047;CEsG;1800;1800;T0;2043;DI;DI
NM095;CEsG;1800;1800;T0;2442;DI;DI
MD087;CEsG;1800;1800;T0;2613;DI;DI
AK070;CEsG;1800;1800;T0;1947;DI;DI
MR109;CEsG;1800;1800;T0;2891;DI;DI
BG073;CEsG;1800;1800;T0;3638;DI;DI
AW075;CEsG;1800;1800;T0;2035;DI;DI
KM066;CEsG;1800;1800;T0;2701;DI;DI
AB121;CEsG;1800;1800;T0;1851;DI;DI
AB123;CEsG;1800;1800;T0;6660;DI;DI
AG111;CEsG;1800;1800;T0;2242;DI;DI
AS099;CEsG;1800;1800;T0;5285;DI;DI
ND071;CEsG;1800;1800;T0;2904;DI;DI
AB107;CEsG;1800;1800;T0;2618;DI;DI
AB121;CEsG;1800;1800;T0;1932;DI;DI
AJ085;CEsG;1800;1800;T0;2619;DI;DI
MK081;CEsG;1800;1800;T0;1688;DI;DI
MZ078;CEsG;1800;1800;T0;2031;DI;DI
PM106;CEsG;1800;1800;T0;2243;DI;DI
MM110;CEsG;1800;1800;T0;3147;DI;DI
KG067;CEsG;1800;1800;T0;1746;DI;DI
AW075;CEsG;1800;1800;T0;2034;DI;DI
MF088;CEsG;1800;1800;T0;2703;DI;DI
PW112;CEsG;1800;1800;T0;2616;DI;DI
MG097;CEsG;1800;1800;T0;2900;DI;DI
MZ078;CEsG;1800;1800;T0;1744;DI;DI
AC108;CEsG;1800;1800;T0;2331;DI;DI
GN042;CEsG;1800;1800;T0;5815;DI;DI
AB107;CEsG;1800;1800;T0;2249;DI;DI
KK047;CEsG;1800;1800;T0;2327;DI;DI
MD087;CEsG;1800;1800;T0;3274;DI;DI
MK081;CEsG;1800;1800;T0;1746;DI;DI
TK090;CEsG;1800;1800;T0;2981;DI;DI
AS099;CEsG;1800;1800;T0;4625;DI;DI
AW075;CEsG;1800;1800;T0;2343;DI;DI
KK047;CEsG;1800;1800;T0;1949;DI;DI
AB123;CEsG;1800;1800;T0;5026;DI;DI
MZ078;CEsG;1800;1800;T0;2285;DI;DI
PW112;CEsG;1800;1800;T0;5206;DI;DI
MM096;CEsG;1800;1800;T0;2700;DI;DI
AB123;CEsG;1800;1800;T0;4537;DI;DI
AG122;CEsG;1800;1800;T0;2126;DI;DI
KP074;CEsG;1800;1800;T0;2039;DI;DI
TK090;CEsG;1800;1800;T0;2433;DI;DI
AG126;CEsG;1800;1800;T0;2136;DI;DI
ED100;CEsG;1800;1800;T0;1924;DI;DI
IK053;CEsG;1800;1800;T0;2496;DI;DI
IP124;CEsG;1800;1800;T0;2423;DI;DI
PM106;CEsG;1800;1800;T0;2613;DI;DI
ZP079;CEsG;1800;1800;T0;2143;DI;DI
DO084;CEsG;1800;1800;T0;2847;DI;DI
KS119;CEsG;1800;1800;T0;1791;DI;DI
SM045;CEsG;1800;1800;T0;2979;DI;DI
AB123;CEsG;1800;1800;T0;4076;DI;DI
AK070;CEsG;1800;1800;T0;1874;DI;DI
KP074;CEsG;1800;1800;T0;2031;DI;DI
PP102;CEsG;1800;1800;T0;1744;DI;DI
AG126;CEsG;1800;1800;T0;2127;DI;DI
GN042;CEsG;1800;1800;T0;6397;DI;DI
IP124;CEsG;1800;1800;T0;2609;DI;DI
MG082;CEsG;1800;1800;T0;2618;DI;DI
IP124;CEsG;1800;1800;T0;2314;DI;DI
MD087;CEsG;1800;1800;T0;2134;DI;DI
MF088;CEsG;1800;1800;T0;4016;DI;DI
AK092;CEsG;1800;1800;T0;2248;DI;DI
TK090;CEsG;1800;1800;T0;3092;DI;DI
DK061;CEsG;1800;1800;T0;2704;DI;DI
MJ077;CEsG;1800;1800;T0;1749;DI;DI
TK090;CEsG;1800;1800;T0;2990;DI;DI
AG080;CEsG;1800;1800;T0;1490;DI;DI
PM106;CEsG;1800;1800;T0;1292;DI;DI
KP104;CEsG;1800;1800;T0;1682;DI;DI
MM058;CEsG;1800;1800;T0;2036;DI;DI
AS093;CEsG;1800;1800;T0;2082;DI;DI
AS099;CEsG;1800;1800;T0;2034;DI;DI
KG067;CEsG;1800;1800;T0;1744;DI;DI
AC108;CEsG;1800;1800;T0;1688;DI;DI
AG080;CEsG;1800;1800;T0;1599;DI;DI
AP089;CEsG;1800;1800;T0;2334;DI;DI
KK105;CEsG;1800;1800;T0;2252;DI;DI
SM045;CEsG;1800;1800;T0;2494;DI;DI
PM106;CEsG;1800;1800;T0;1593;DI;DI
AG126;CEsG;1800;1800;T0;1751;DI;DI
AG122;CEsG;1800;1800;T0;2030;DI;DI
GN042;CEsG;1800;1800;T0;2689;DI;DI
PP102;CEsG;1800;1800;T0;2338;DI;DI
AS093;CEsG;1800;1800;T0;2496;DI;DI
DJ083;CEsG;1800;1800;T0;2339;DI;DI
ED100;CEsG;1800;1800;T0;1733;DI;DI
EK086;CEsG;1800;1800;T0;1687;DI;DI
AK092;CEsG;1800;1800;T0;1605;DI;DI
DDR103;CEsG;1800;1800;T0;1589;DI;DI
KK105;CEsG;1800;1800;T0;2442;DI;DI
KP104;CEsG;1800;1800;T0;1750;DI;DI
KM066;CEsG;1800;1800;T0;1689;DI;DI
KP074;CEsG;1800;1800;T0;1495;DI;DI
MM110;CEsG;1800;1800;T0;2248;DI;DI
KM066;CEsG;1800;1800;T0;1958;DI;DI
DDR103;CEsG;1800;1800;T0;3137;DI;DI
AC116;CEsG;1800;1800;T0;3147;DI;DI
KM066;CEsG;1800;1800;T0;1863;DI;DI
AB107;CEsG;1800;1800;T0;1862;DI;DI
DDR103;CEsG;1800;1800;T0;3912;DI;DI
KP104;CEsG;1800;1800;T0;1749;DI;DI
KK098;CEsG;1800;1800;T0;1862;DI;DI
KP101;CEsG;1800;1800;T0;2896;DI;DI
PW112;CEsG;1800;1800;T0;2886;DI;DI
TR072;CEsG;1800;1800;T0;1491;DI;DI
WS113;CEsG;1800;1800;T0;1600;DI;DI
ZP079;CEsG;1800;1800;T0;5652;DI;DI
AS093;CEsG;1800;1800;T0;3644;DI;DI
TR072;CEsG;1800;1800;T0;1748;DI;DI
ED100;CEsG;1800;1800;T0;2103;DI;DI
KK047;CEsG;1800;1800;T0;1677;DI;DI
KK047;CEsG;1800;1800;T0;2425;DI;DI
BG073;CEsG;1800;1800;T0;1963;DI;DI
JK076;CEsG;1800;1800;T0;2035;DI;DI
OB120;CEsG;1800;1800;T0;2329;DI;DI
MZ078;CEsG;1800;1800;T0;1693;DI;DI
SM045;CEsG;1800;1800;T0;1933;DI;DI
EK086;CEsG;1800;1800;T0;1751;DI;DI
KK047;CEsG;1800;1800;T0;3134;DI;DI
AG111;CEsG;1800;1800;T0;1927;DI;DI
DJ083;CEsG;1800;1800;T0;2150;DI;DI
AB121;CEsG;1800;1800;T0;2245;DI;DI
JK076;CEsG;1800;1800;T0;2489;DI;DI
IK053;CEsG;1800;1800;T0;2126;DI;DI
MG097;CEsG;1800;1800;T0;2247;DI;DI
MM058;CEsG;1800;1800;T0;2435;DI;DI
AG080;CEsG;1800;1800;T0;1591;DI;DI
AJ085;CEsG;1800;1800;T0;1962;DI;DI
AW075;CEsG;1800;1800;T0;1604;DI;DI
GN042;CEsG;1800;1800;T0;2675;DI;DI
IK053;CEsG;1800;1800;T0;1497;DI;DI
MR109;CEsG;1800;1800;T0;2233;DI;DI
RP125;CEsG;1800;1800;T0;1689;DI;DI
KK098;CEsG;1800;1800;T0;2031;DI;DI
RP125;CEsG;1800;1800;T0;1745;DI;DI
ZP079;CEsG;1800;1800;T0;2500;DI;DI
OB120;CEsG;1800;1800;T0;2334;DI;DI
ED100;CEsG;1800;1800;T0;1929;DI;DI
MK081;CEsG;1800;1800;T0;2338;DI;DI
TK090;CEsG;1800;1800;T0;2706;DI;DI
AC108;CEsG;1800;1800;T0;1742;DI;DI
TR072;CEsG;1800;1800;T0;1856;DI;DI
IK053;CEsG;1800;1800;T0;1866;DI;DI
KM066;CEsG;1800;1800;T0;1864;DI;DI
DDR103;CEsG;1800;1800;T0;3408;DI;DI
MF088;CEsG;1800;1800;T0;3341;DI;DI
AS093;CEsG;1800;1800;T0;2249;DI;DI
DK117;CEsG;1800;1800;T0;2701;DI;DI
AB121;CEsG;1800;1800;T0;1483;DI;DI
WS113;CEsG;1800;1800;T0;2702;DI;DI
PP102;CEsG;1800;1800;T0;2246;DI;DI
MM058;CEsG;1800;1800;T0;1682;DI;DI
PW112;CEsG;1800;1800;T0;2518;DI;DI
TR072;CEsG;1800;1800;T0;1690;DI;DI
IP124;CEsG;1800;1800;T0;2042;DI;DI
JK076;CEsG;1800;1800;T0;2137;DI;DI
KP074;CEsG;1800;1800;T0;2342;DI;DI
DK061;CEsG;1800;1800;T0;2242;DI;DI
AG111;CEsG;1800;1800;T0;2796;DI;DI
AG122;CEsG;1800;1800;T0;1933;DI;DI
MF088;CEsG;1800;1800;T0;3084;DI;DI
MJ077;CEsG;1800;1800;T0;2337;DI;DI
GN042;CEsG;1800;1800;T0;5199;DI;DI
IP124;CEsG;1800;1800;T0;1924;DI;DI
MM058;CEsG;1800;1800;T0;2247;DI;DI
AS093;CEsG;1800;1800;T0;2619;DI;DI
BG073;CEsG;1800;1800;T0;3554;DI;DI
KG067;CEsG;1800;1800;T0;2327;DI;DI
KK105;CEsG;1800;1800;T0;2623;DI;DI
KM066;CEsG;1800;1800;T0;2034;DI;DI
AJ085;CEsG;1800;1800;T0;2256;DI;DI
MM096;CEsG;1800;1800;T0;2985;DI;DI
AS093;CEsG;1800;1800;T0;2250;DI;DI
KG067;CEsG;1800;1800;T0;1951;DI;DI
PP102;CEsG;1800;1800;T0;2038;DI;DI
RP125;CEsG;1800;1800;T0;1594;DI;DI
PP102;CEsG;1800;1800;T0;2131;DI;DI
GN042;CEsG;1800;1800;T0;7346;DI;DI
SM045;CEsG;1800;1800;T0;2972;DI;DI
OB120;CEsG;1800;1800;T0;2241;DI;DI
AB107;CEsG;1800;1800;T0;2134;DI;DI
KP104;CEsG;1800;1800;T0;1945;DI;DI
GN042;CEsG;1800;1800;T0;5277;DI;DI
KS119;CEsG;1800;1800;T0;1592;DI;DI
AB121;CEsG;1800;1800;T0;1681;DI;DI
AW075;CEsG;1800;1800;T0;3136;DI;DI
EK086;CEsG;1800;1800;T0;2139;DI;DI
KP101;CEsG;1800;1800;T0;3260;DI;DI
PM106;CEsG;1800;1800;T0;2797;DI;DI
KK105;CEsG;1800;1800;T0;2250;DI;DI
TK090;CEsG;1800;1800;T0;2146;DI;DI
TR072;CEsG;1800;1800;T0;1858;DI;DI
KM066;CEsG;1800;1800;T0;2249;DI;DI
KP101;CEsG;1800;1800;T0;3725;DI;DI
MR109;CEsG;1800;1800;T0;3009;DI;DI
AG122;CEsG;1800;1800;T0;1926;DI;DI
AP089;CEsG;1800;1800;T0;2126;DI;DI
KP104;CEsG;1800;1800;T0;1963;DI;DI
AG111;CEsG;1800;1800;T0;2243;DI;DI
MG097;CEsG;1800;1800;T0;2802;DI;DI
AB121;CEsG;1800;1800;T0;2233;DI;DI
AS093;CEsG;1800;1800;T0;2431;DI;DI
PC077;CEsG;1800;1800;T0;2989;DI;DI
PW112;CEsG;1800;1800;T0;3628;DI;DI
KK105;CEsG;1800;1800;T0;1747;DI;DI
AB107;CEsG;1800;1800;T0;2626;DI;DI
AC108;CEsG;1800;1800;T0;1949;DI;DI
AW075;CEsG;1800;1800;T0;1952;DI;DI
KK098;CEsG;1800;1800;T0;1848;DI;DI
AS099;CEsG;1800;1800;T0;3334;DI;DI
PW112;CEsG;1800;1800;T0;3137;DI;DI
AC116;CEsG;1800;1800;T0;4013;DI;DI
DJ083;CEsG;1800;1800;T0;1415;DI;DI
IP124;CEsG;1800;1800;T0;2603;DI;DI
TK090;CEsG;1800;1800;T0;3002;DI;DI
DJ083;CEsG;1800;1800;T0;2254;DI;DI
JK076;CEsG;1800;1800;T0;2335;DI;DI
WS113;CEsG;1800;1800;T0;3084;DI;DI
MR109;CEsG;1800;1800;T0;2499;DI;DI
RP125;CEsG;1800;1800;T0;2242;DI;DI
AJ085;CEsG;1800;1800;T0;2623;DI;DI
KG067;CEsG;1800;1800;T0;1403;DI;DI
MG082;CEsG;1800;1800;T0;1288;DI;DI
KP101;CEsG;1800;1800;T0;3082;DI;DI
MZ078;CEsG;1800;1800;T0;1601;DI;DI
AJ085;CEsG;1800;1800;T0;2790;DI;DI
JK076;CEsG;1800;1800;T0;1866;DI;DI
MM096;CEsG;1800;1800;T0;2991;DI;DI
AC108;CEsG;1800;1800;T0;2895;DI;DI
MG082;CEsG;1800;1800;T0;2248;DI;DI
PC077;CEsG;1800;1800;T0;1484;DI;DI
AG122;CEsG;1800;1800;T0;2242;DI;DI
DK117;CEsG;1800;1800;T0;2988;DI;DI
MR109;CEsG;1800;1800;T0;1918;DI;DI
DK061;CEsG;1800;1800;T0;3410;DI;DI
DO084;CEsG;1800;1800;T0;2137;DI;DI
RP125;CEsG;1800;1800;T0;1952;DI;DI
TK090;CEsG;1800;1800;T0;2896;DI;DI
JK076;CEsG;1800;1800;T0;1745;DI;DI
KK047;CEsG;1800;1800;T0;1942;DI;DI
AB121;CEsG;1800;1800;T0;2322;DI;DI
BG073;CEsG;1800;1800;T0;2496;DI;DI
KK098;CEsG;1800;1800;T0;2495;DI;DI
AC116;CEsG;1800;1800;T0;3341;DI;DI
DO084;CEsG;1800;1800;T0;2244;DI;DI
DJ083;CEsG;1800;1800;T0;1756;DI;DI
PW112;CEsG;1800;1800;T0;2241;DI;DI
BG073;CEsG;2300;2300;T0;2252;DI;DI
GN042;CEsG;2300;2300;T0;3065;DI;DI
JK076;CEsG;2300;2300;T0;3804;DI;DI
TK090;CEsG;2300;2300;T0;2985;DI;DI
AG111;CEsG;2300;2300;T0;2790;DI;DI
AK070;CEsG;2300;2300;T0;2335;DI;DI
MF088;CEsG;2300;2300;T0;4462;DI;DI
ND071;CEsG;2300;2300;T0;2501;DI;DI
AK070;CEsG;2300;2300;T0;2612;DI;DI
MG097;CEsG;2300;2300;T0;2706;DI;DI
PM106;CEsG;2300;2300;T0;2889;DI;DI
KK098;CEsG;2300;2300;T0;4175;DI;DI
PP102;CEsG;2300;2300;T0;1902;DI;DI
DO084;CEsG;2300;2300;T0;2712;DI;DI
KG067;CEsG;2300;2300;T0;1862;DI;DI
MG082;CEsG;2300;2300;T0;2250;DI;DI
AB123;CEsG;2300;2300;T0;6418;DI;DI
SM045;CEsG;2300;2300;T0;2695;DI;DI
PP102;CEsG;2300;2300;T0;3079;DI;DI
TR072;CEsG;2300;2300;T0;1959;DI;DI
MZ078;CEsG;2300;2300;T0;2248;DI;DI
DK061;CEsG;2300;2300;T0;2431;DI;DI
KS119;CEsG;2300;2300;T0;2613;DI;DI
SM045;CEsG;2300;2300;T0;2796;DI;DI
AW075;CEsG;2300;2300;T0;2139;DI;DI
DO084;CEsG;2300;2300;T0;2901;DI;DI
ED100;CEsG;2300;2300;T0;2221;DI;DI
AC108;CEsG;2300;2300;T0;2984;DI;DI
EK086;CEsG;2300;2300;T0;3920;DI;DI
WS113;CEsG;2300;2300;T0;3332;DI;DI
KM066;CEsG;2300;2300;T0;1857;DI;DI
MR109;CEsG;2300;2300;T0;3400;DI;DI
MG082;CEsG;2300;2300;T0;3161;DI;DI
TR072;CEsG;2300;2300;T0;2134;DI;DI
WS113;CEsG;2300;2300;T0;2990;DI;DI
KG067;CEsG;2300;2300;T0;2033;DI;DI
TK090;CEsG;2300;2300;T0;2810;DI;DI
AS093;CEsG;2300;2300;T0;3331;DI;DI
AW075;CEsG;2300;2300;T0;1601;DI;DI
MM110;CEsG;2300;2300;T0;3410;DI;DI
AG122;CEsG;2300;2300;T0;2497;DI;DI
AB107;CEsG;2300;2300;T0;3134;DI;DI
IK053;CEsG;2300;2300;T0;2333;DI;DI
RP125;CEsG;2300;2300;T0;1758;DI;DI
AW075;CEsG;2300;2300;T0;1957;DI;DI
TK090;CEsG;2300;2300;T0;3346;DI;DI
PM106;CEsG;2300;2300;T0;2339;DI;DI
WS113;CEsG;2300;2300;T0;4018;DI;DI
ZP079;CEsG;2300;2300;T0;2707;DI;DI
AB123;CEsG;2300;2300;T0;6040;DI;DI
BG073;CEsG;2300;2300;T0;4463;DI;DI
DK061;CEsG;2300;2300;T0;3728;DI;DI
KG067;CEsG;2300;2300;T0;2043;DI;DI
AK092;CEsG;2300;2300;T0;2436;DI;DI
NM095;CEsG;2300;2300;T0;2717;DI;DI
PW112;CEsG;2300;2300;T0;4008;DI;DI
SM118;CEsG;2300;2300;T0;2897;DI;DI
ED100;CEsG;2300;2300;T0;2408;DI;DI
KK105;CEsG;2300;2300;T0;2495;DI;DI
MM110;CEsG;2300;2300;T0;4743;DI;DI
AS093;CEsG;2300;2300;T0;3084;DI;DI
DJ083;CEsG;2300;2300;T0;2430;DI;DI
KK098;CEsG;2300;2300;T0;2133;DI;DI
AG111;CEsG;2300;2300;T0;2497;DI;DI
AC116;CEsG;2300;2300;T0;5835;DI;DI
BG073;CEsG;2300;2300;T0;5033;DI;DI
AW075;CEsG;2300;2300;T0;1952;DI;DI
PM106;CEsG;2300;2300;T0;3266;DI;DI
AG080;CEsG;2300;2300;T0;1950;DI;DI
DK061;CEsG;2300;2300;T0;4548;DI;DI
MD087;CEsG;2300;2300;T0;2495;DI;DI
PC077;CEsG;2300;2300;T0;2830;DI;DI
DK061;CEsG;2300;2300;T0;6141;DI;DI
MZ078;CEsG;2300;2300;T0;1956;DI;DI
TK090;CEsG;2300;2300;T0;3078;DI;DI
KP074;CEsG;2300;2300;T0;2253;DI;DI
DJ083;CEsG;2300;2300;T0;2496;DI;DI
IP124;CEsG;2300;2300;T0;2613;DI;DI
NM095;CEsG;2300;2300;T0;2142;DI;DI
PW112;CEsG;2300;2300;T0;2797;DI;DI
MK081;CEsG;2300;2300;T0;1950;DI;DI
AG122;CEsG;2300;2300;T0;2334;DI;DI
AJ085;CEsG;2300;2300;T0;2496;DI;DI
ND071;CEsG;2300;2300;T0;2616;DI;DI
PC077;CEsG;2300;2300;T0;2704;DI;DI
DJ083;CEsG;2300;2300;T0;1955;DI;DI
EK086;CEsG;2300;2300;T0;2034;DI;DI
PW112;CEsG;2300;2300;T0;2614;DI;DI
AG126;CEsG;2300;2300;T0;1681;DI;DI
MK081;CEsG;2300;2300;T0;2801;DI;DI
MM058;CEsG;2300;2300;T0;2252;DI;DI
KG067;CEsG;2300;2300;T0;2706;DI;DI
MG082;CEsG;2300;2300;T0;2707;DI;DI
TR072;CEsG;2300;2300;T0;2033;DI;DI
DJ083;CEsG;2300;2300;T0;2239;DI;DI
KK047;CEsG;2300;2300;T0;2791;DI;DI
MF088;CEsG;2300;2300;T0;4752;DI;DI
ND071;CEsG;2300;2300;T0;2497;DI;DI
OB120;CEsG;2300;2300;T0;1295;DI;DI
KP104;CEsG;2300;2300;T0;2707;DI;DI
AB107;CEsG;2300;2300;T0;2134;DI;DI
AG080;CEsG;2300;2300;T0;2037;DI;DI
KK098;CEsG;2300;2300;T0;2332;DI;DI
PC077;CEsG;2300;2300;T0;2247;DI;DI
DDR103;CEsG;2300;2300;T0;3324;DI;DI
MG097;CEsG;2300;2300;T0;2619;DI;DI
NM095;CEsG;2300;2300;T0;2509;DI;DI
ED100;CEsG;2300;2300;T0;1840;DI;DI
MF088;CEsG;2300;2300;T0;3261;DI;DI
TR072;CEsG;2300;2300;T0;2044;DI;DI
DO084;CEsG;2300;2300;T0;1747;DI;DI
MG082;CEsG;2300;2300;T0;2442;DI;DI
MZ078;CEsG;2300;2300;T0;1603;DI;DI
PP102;CEsG;2300;2300;T0;2336;DI;DI
PW112;CEsG;2300;2300;T0;4746;DI;DI
TR072;CEsG;2300;2300;T0;1958;DI;DI
PP102;CEsG;2300;2300;T0;2341;DI;DI
TR072;CEsG;2300;2300;T0;1602;DI;DI
JK076;CEsG;2300;2300;T0;1740;DI;DI
MM096;CEsG;2300;2300;T0;2704;DI;DI
AB107;CEsG;2300;2300;T0;2342;DI;DI
MG097;CEsG;2300;2300;T0;2434;DI;DI
TK090;CEsG;2300;2300;T0;2803;DI;DI
AS099;CEsG;2300;2300;T0;2241;DI;DI
JK076;CEsG;2300;2300;T0;2036;DI;DI
KP104;CEsG;2300;2300;T0;2251;DI;DI
MG097;CEsG;2300;2300;T0;2985;DI;DI
AS093;CEsG;2300;2300;T0;3344;DI;DI
ED100;CEsG;2300;2300;T0;2675;DI;DI
MZ078;CEsG;2300;2300;T0;2145;DI;DI
PP102;CEsG;2300;2300;T0;2140;DI;DI
DO084;CEsG;2300;2300;T0;2255;DI;DI
EK086;CEsG;2300;2300;T0;2032;DI;DI
MK081;CEsG;2300;2300;T0;3140;DI;DI
TK090;CEsG;2300;2300;T0;2615;DI;DI
